datetime,전력,생산량,기온,풍속,습도,강수량_증분,전기요금(계절),인건비,is_missing
2021.03.04 09:15:00,158.0,1343.0,5.8,0.6,79.0,0.0,167.2,1.0,false
2021.03.04 09:30:00,159.0,1343.0,5.8,0.6,79.0,0.0,167.2,1.0,false
2021.03.04 09:45:00,166.0,1343.0,5.8,0.6,79.0,0.0,167.2,1.0,false
2021.03.04 10:00:00,127.0,790.0,7.5,1.5,75.0,0.0,167.2,1.0,false
2021.03.04 10:15:00,158.0,790.0,7.5,1.5,75.0,0.0,167.2,1.0,false
2021.03.04 10:30:00,173.0,790.0,7.5,1.5,75.0,0.0,167.2,1.0,false
2021.03.04 10:45:00,168.0,790.0,7.5,1.5,75.0,0.0,167.2,1.0,false
2021.03.04 11:00:00,141.0,1291.0,8.7,2.2,66.0,0.0,167.2,1.0,false
2021.03.04 11:15:00,150.0,1291.0,8.7,2.2,66.0,0.0,167.2,1.0,false
2021.03.04 11:30:00,155.0,1291.0,8.7,2.2,66.0,0.0,167.2,1.0,false
2021.03.04 11:45:00,149.0,1291.0,8.7,2.2,66.0,0.0,167.2,1.0,false
2021.03.04 12:00:00,81.0,0.0,11.1,1.0,63.0,0.0,167.2,1.0,false
2021.03.04 12:15:00,64.0,0.0,11.1,1.0,63.0,0.0,167.2,1.0,false
2021.03.04 12:30:00,94.0,0.0,11.1,1.0,63.0,0.0,167.2,1.0,false
2021.03.04 12:45:00,118.0,0.0,11.1,1.0,63.0,0.0,167.2,1.0,false
2021.03.04 13:00:00,158.0,903.0,11.7,1.1,65.0,0.0,167.2,1.0,false
2021.03.04 13:15:00,158.0,903.0,11.7,1.1,65.0,0.0,167.2,1.0,false
2021.03.04 13:30:00,154.0,903.0,11.7,1.1,65.0,0.0,167.2,1.0,false
2021.03.04 13:45:00,151.0,903.0,11.7,1.1,65.0,0.0,167.2,1.0,false
2021.03.04 14:00:00,143.0,757.0,12.8,0.8,62.0,0.0,167.2,1.0,false
2021.03.04 14:15:00,154.0,757.0,12.8,0.8,62.0,0.0,167.2,1.0,false
2021.03.04 14:30:00,151.0,757.0,12.8,0.8,62.0,0.0,167.2,1.0,false
2021.03.04 14:45:00,160.0,757.0,12.8,0.8,62.0,0.0,167.2,1.0,false
2021.03.04 15:00:00,125.0,976.0,13.0,2.0,66.0,0.0,167.2,1.0,false
2021.03.04 15:15:00,142.0,976.0,13.0,2.0,66.0,0.0,167.2,1.0,false
2021.03.04 15:30:00,144.0,976.0,13.0,2.0,66.0,0.0,167.2,1.0,false
2021.03.04 15:45:00,149.0,976.0,13.0,2.0,66.0,0.0,167.2,1.0,false
2021.03.04 16:00:00,140.0,1605.0,12.8,2.6,71.0,0.0,167.2,1.0,false
2021.03.04 16:15:00,141.0,1605.0,12.8,2.6,71.0,0.0,167.2,1.0,false
2021.03.04 16:30:00,145.0,1605.0,12.8,2.6,71.0,0.0,167.2,1.0,false
2021.03.04 16:45:00,140.0,1605.0,12.8,2.6,71.0,0.0,167.2,1.0,false
2021.03.04 17:00:00,105.0,251.0,12.6,1.8,72.0,0.0,167.2,1.0,false
2021.03.04 17:15:00,103.0,251.0,12.6,1.8,72.0,0.0,167.2,1.0,false
2021.03.04 17:30:00,138.0,251.0,12.6,1.8,72.0,0.0,167.2,1.0,false
2021.03.04 17:45:00,143.0,251.0,12.6,1.8,72.0,0.0,167.2,1.0,false
2021.03.04 18:00:00,139.0,615.0,12.0,1.5,76.0,0.0,167.2,1.5,false
2021.03.04 18:15:00,138.0,615.0,12.0,1.5,76.0,0.0,167.2,1.5,false
2021.03.04 18:30:00,135.0,615.0,12.0,1.5,76.0,0.0,167.2,1.5,false
2021.03.04 18:45:00,145.0,615.0,12.0,1.5,76.0,0.0,167.2,1.5,false
2021.03.04 19:00:00,135.0,2126.0,11.2,1.0,85.0,0.0,167.2,1.5,false
2021.03.04 19:15:00,119.0,2126.0,11.2,1.0,85.0,0.0,167.2,1.5,false
2021.03.04 19:30:00,103.0,2126.0,11.2,1.0,85.0,0.0,167.2,1.5,false
2021.03.04 19:45:00,94.0,2126.0,11.2,1.0,85.0,0.0,167.2,1.5,false
2021.03.04 20:00:00,91.0,1.0,10.2,1.7,97.0,1.3,167.2,1.5,false
2021.03.04 20:15:00,96.0,1.0,10.2,1.7,97.0,1.3,167.2,1.5,false
2021.03.04 20:30:00,105.0,1.0,10.2,1.7,97.0,1.3,167.2,1.5,false
2021.03.04 20:45:00,111.0,1.0,10.2,1.7,97.0,1.3,167.2,1.5,false
2021.03.04 21:00:00,110.0,171.0,9.1,2.5,96.0,0.0,167.2,1.5,false
2021.03.04 21:15:00,105.0,171.0,9.1,2.5,96.0,0.0,167.2,1.5,false
2021.03.04 21:30:00,109.0,171.0,9.1,2.5,96.0,0.0,167.2,1.5,false
2021.03.04 21:45:00,109.0,171.0,9.1,2.5,96.0,0.0,167.2,1.5,false
2021.03.04 22:00:00,96.0,16.0,8.7,1.3,97.0,0.0,167.2,1.5,false
2021.03.04 22:15:00,111.0,16.0,8.7,1.3,97.0,0.0,167.2,1.5,false
2021.03.04 22:30:00,111.0,16.0,8.7,1.3,97.0,0.0,167.2,1.5,false
2021.03.04 22:45:00,109.0,16.0,8.7,1.3,97.0,0.0,167.2,1.5,false
2021.03.04 23:00:00,109.0,242.0,8.4,1.2,98.0,0.0,167.2,1.5,false
2021.03.04 23:15:00,112.0,242.0,8.4,1.2,98.0,0.0,167.2,1.5,false
2021.03.04 23:30:00,102.0,242.0,8.4,1.2,98.0,0.0,167.2,1.5,false
2021.03.04 23:45:00,65.0,242.0,8.4,1.2,98.0,0.0,167.2,1.5,false
2021.03.05 00:00:00,22.0,0.0,8.3,1.8,97.0,0.09999999999999987,167.2,1.5,false
2021.03.05 00:15:00,22.0,0.0,8.3,1.8,97.0,0.09999999999999987,167.2,1.5,false
2021.03.05 00:30:00,26.0,0.0,8.3,1.8,97.0,0.09999999999999987,167.2,1.5,false
2021.03.05 00:45:00,26.0,0.0,8.3,1.8,97.0,0.09999999999999987,167.2,1.5,false
2021.03.05 01:00:00,21.0,0.0,8.1,1.6,97.0,0.1,167.2,1.5,false
2021.03.05 01:15:00,21.0,0.0,8.1,1.6,97.0,0.1,167.2,1.5,false
2021.03.05 01:30:00,21.0,0.0,8.1,1.6,97.0,0.1,167.2,1.5,false
2021.03.05 01:45:00,22.0,0.0,8.1,1.6,97.0,0.1,167.2,1.5,false
2021.03.05 02:00:00,21.0,0.0,8.3,1.8,95.0,0.0,167.2,1.5,false
2021.03.05 02:15:00,21.0,0.0,8.3,1.8,95.0,0.0,167.2,1.5,false
2021.03.05 02:30:00,21.0,0.0,8.3,1.8,95.0,0.0,167.2,1.5,false
2021.03.05 02:45:00,22.0,0.0,8.3,1.8,95.0,0.0,167.2,1.5,false
2021.03.05 03:00:00,22.0,0.0,8.3,2.1,93.0,0.0,167.2,1.5,false
2021.03.05 03:15:00,22.0,0.0,8.3,2.1,93.0,0.0,167.2,1.5,false
2021.03.05 03:30:00,22.0,0.0,8.3,2.1,93.0,0.0,167.2,1.5,false
2021.03.05 03:45:00,24.0,0.0,8.3,2.1,93.0,0.0,167.2,1.5,false
2021.03.05 04:00:00,26.0,0.0,8.3,1.6,94.0,0.0,167.2,1.5,false
2021.03.05 04:15:00,24.0,0.0,8.3,1.6,94.0,0.0,167.2,1.5,false
2021.03.05 04:30:00,22.0,0.0,8.3,1.6,94.0,0.0,167.2,1.5,false
2021.03.05 04:45:00,21.0,0.0,8.3,1.6,94.0,0.0,167.2,1.5,false
2021.03.05 05:00:00,21.0,0.0,8.5,3.1,93.0,0.0,167.2,1.5,false
2021.03.05 05:15:00,21.0,0.0,8.5,3.1,93.0,0.0,167.2,1.5,false
2021.03.05 05:30:00,21.0,0.0,8.5,3.1,93.0,0.0,167.2,1.5,false
2021.03.05 05:45:00,22.0,0.0,8.5,3.1,93.0,0.0,167.2,1.5,false
2021.03.05 06:00:00,22.0,0.0,8.9,2.3,91.0,0.0,167.2,1.5,false
2021.03.05 06:15:00,21.0,0.0,8.9,2.3,91.0,0.0,167.2,1.5,false
2021.03.05 06:30:00,21.0,0.0,8.9,2.3,91.0,0.0,167.2,1.5,false
2021.03.05 06:45:00,21.0,0.0,8.9,2.3,91.0,0.0,167.2,1.5,false
2021.03.05 07:00:00,21.0,0.0,8.6,2.3,88.0,0.0,167.2,1.5,false
2021.03.05 07:15:00,26.0,0.0,8.6,2.3,88.0,0.0,167.2,1.5,false
2021.03.05 07:30:00,26.0,0.0,8.6,2.3,88.0,0.0,167.2,1.5,false
2021.03.05 07:45:00,22.0,0.0,8.6,2.3,88.0,0.0,167.2,1.5,false
2021.03.05 08:00:00,21.0,0.0,8.8,2.8,89.0,0.0,167.2,1.5,false
2021.03.05 08:15:00,21.0,0.0,8.8,2.8,89.0,0.0,167.2,1.5,false
2021.03.05 08:30:00,21.0,0.0,8.8,2.8,89.0,0.0,167.2,1.5,false
2021.03.05 08:45:00,21.0,0.0,8.8,2.8,89.0,0.0,167.2,1.5,false
2021.03.05 09:00:00,21.0,0.0,8.9,1.8,92.0,0.0,167.2,1.0,false
2021.03.05 09:15:00,21.0,0.0,8.9,1.8,92.0,0.0,167.2,1.0,false
2021.03.05 09:30:00,21.0,0.0,8.9,1.8,92.0,0.0,167.2,1.0,false
2021.03.05 09:45:00,21.0,0.0,8.9,1.8,92.0,0.0,167.2,1.0,false
2021.03.05 10:00:00,21.0,0.0,9.5,1.7,96.0,0.1,167.2,1.0,false
2021.03.05 10:15:00,21.0,0.0,9.5,1.7,96.0,0.1,167.2,1.0,false
2021.03.05 10:30:00,22.0,0.0,9.5,1.7,96.0,0.1,167.2,1.0,false
2021.03.05 10:45:00,26.0,0.0,9.5,1.7,96.0,0.1,167.2,1.0,false
2021.03.05 11:00:00,25.0,0.0,11.3,2.4,90.0,0.0,167.2,1.0,false
2021.03.05 11:15:00,21.0,0.0,11.3,2.4,90.0,0.0,167.2,1.0,false
2021.03.05 11:30:00,21.0,0.0,11.3,2.4,90.0,0.0,167.2,1.0,false
2021.03.05 11:45:00,21.0,0.0,11.3,2.4,90.0,0.0,167.2,1.0,false
2021.03.05 12:00:00,21.0,0.0,13.0,2.1,82.0,0.0,167.2,1.0,false
2021.03.05 12:15:00,21.0,0.0,13.0,2.1,82.0,0.0,167.2,1.0,false
2021.03.05 12:30:00,21.0,0.0,13.0,2.1,82.0,0.0,167.2,1.0,false
2021.03.05 12:45:00,21.0,0.0,13.0,2.1,82.0,0.0,167.2,1.0,false
2021.03.05 13:00:00,21.0,0.0,15.3,2.4,72.0,0.0,167.2,1.0,false
2021.03.05 13:15:00,21.0,0.0,15.3,2.4,72.0,0.0,167.2,1.0,false
2021.03.05 13:30:00,21.0,0.0,15.3,2.4,72.0,0.0,167.2,1.0,false
2021.03.05 13:45:00,21.0,0.0,15.3,2.4,72.0,0.0,167.2,1.0,false
2021.03.05 14:00:00,24.0,0.0,15.4,2.7,71.0,0.0,167.2,1.0,false
2021.03.05 14:15:00,25.0,0.0,15.4,2.7,71.0,0.0,167.2,1.0,false
2021.03.05 14:30:00,21.0,0.0,15.4,2.7,71.0,0.0,167.2,1.0,false
2021.03.05 14:45:00,21.0,0.0,15.4,2.7,71.0,0.0,167.2,1.0,false
2021.03.05 15:00:00,21.0,0.0,16.8,2.5,67.0,0.0,167.2,1.0,false
2021.03.05 15:15:00,21.0,0.0,16.8,2.5,67.0,0.0,167.2,1.0,false
2021.03.05 15:30:00,21.0,0.0,16.8,2.5,67.0,0.0,167.2,1.0,false
2021.03.05 15:45:00,21.0,0.0,16.8,2.5,67.0,0.0,167.2,1.0,false
2021.03.05 16:00:00,21.0,0.0,15.9,3.2,67.0,0.0,167.2,1.0,false
2021.03.05 16:15:00,21.0,0.0,15.9,3.2,67.0,0.0,167.2,1.0,false
2021.03.05 16:30:00,21.0,0.0,15.9,3.2,67.0,0.0,167.2,1.0,false
2021.03.05 16:45:00,21.0,0.0,15.9,3.2,67.0,0.0,167.2,1.0,false
2021.03.05 17:00:00,24.0,0.0,14.9,2.7,70.0,0.0,167.2,1.0,false
2021.03.05 17:15:00,26.0,0.0,14.9,2.7,70.0,0.0,167.2,1.0,false
2021.03.05 17:30:00,22.0,0.0,14.9,2.7,70.0,0.0,167.2,1.0,false
2021.03.05 17:45:00,21.0,0.0,14.9,2.7,70.0,0.0,167.2,1.0,false
2021.03.05 18:00:00,21.0,0.0,14.1,0.8,74.0,0.0,167.2,1.5,false
2021.03.05 18:15:00,21.0,0.0,14.1,0.8,74.0,0.0,167.2,1.5,false
2021.03.05 18:30:00,21.0,0.0,14.1,0.8,74.0,0.0,167.2,1.5,false
2021.03.05 18:45:00,21.0,0.0,14.1,0.8,74.0,0.0,167.2,1.5,false
2021.03.05 19:00:00,21.0,0.0,12.8,0.4,82.0,0.0,167.2,1.5,false
2021.03.05 19:15:00,21.0,0.0,12.8,0.4,82.0,0.0,167.2,1.5,false
2021.03.05 19:30:00,21.0,0.0,12.8,0.4,82.0,0.0,167.2,1.5,false
2021.03.05 19:45:00,21.0,0.0,12.8,0.4,82.0,0.0,167.2,1.5,false
2021.03.05 20:00:00,22.0,0.0,12.5,1.5,90.0,0.0,167.2,1.5,false
2021.03.05 20:15:00,26.0,0.0,12.5,1.5,90.0,0.0,167.2,1.5,false
2021.03.05 20:30:00,24.0,0.0,12.5,1.5,90.0,0.0,167.2,1.5,false
2021.03.05 20:45:00,21.0,0.0,12.5,1.5,90.0,0.0,167.2,1.5,false
2021.03.05 21:00:00,21.0,0.0,11.2,1.6,97.0,0.0,167.2,1.5,false
2021.03.05 21:15:00,21.0,0.0,11.2,1.6,97.0,0.0,167.2,1.5,false
2021.03.05 21:30:00,21.0,0.0,11.2,1.6,97.0,0.0,167.2,1.5,false
2021.03.05 21:45:00,22.0,0.0,11.2,1.6,97.0,0.0,167.2,1.5,false
2021.03.05 22:00:00,21.0,0.0,10.4,0.3,98.0,0.0,167.2,1.5,false
2021.03.05 22:15:00,21.0,0.0,10.4,0.3,98.0,0.0,167.2,1.5,false
2021.03.05 22:30:00,21.0,0.0,10.4,0.3,98.0,0.0,167.2,1.5,false
2021.03.05 22:45:00,21.0,0.0,10.4,0.3,98.0,0.0,167.2,1.5,false
2021.03.05 23:00:00,21.0,0.0,10.5,0.8,98.0,0.0,167.2,1.5,false
2021.03.05 23:15:00,24.0,0.0,10.5,0.8,98.0,0.0,167.2,1.5,false
2021.03.05 23:30:00,26.0,0.0,10.5,0.8,98.0,0.0,167.2,1.5,false
2021.03.05 23:45:00,25.0,0.0,10.5,0.8,98.0,0.0,167.2,1.5,false
2021.03.06 00:00:00,63.0,36.0,11.1,1.9,92.0,0.0,167.2,1.5,false
2021.03.06 00:15:00,63.0,36.0,11.1,1.9,92.0,0.0,167.2,1.5,false
2021.03.06 00:30:00,64.0,36.0,11.1,1.9,92.0,0.0,167.2,1.5,false
2021.03.06 00:45:00,63.0,36.0,11.1,1.9,92.0,0.0,167.2,1.5,false
2021.03.06 01:00:00,96.0,71.0,10.5,0.2,77.0,0.0,167.2,1.5,false
2021.03.06 01:15:00,93.0,71.0,10.5,0.2,77.0,0.0,167.2,1.5,false
2021.03.06 01:30:00,116.0,71.0,10.5,0.2,77.0,0.0,167.2,1.5,false
2021.03.06 01:45:00,113.0,71.0,10.5,0.2,77.0,0.0,167.2,1.5,false
2021.03.06 02:00:00,106.0,290.0,11.6,2.3,57.0,0.0,167.2,1.5,false
2021.03.06 02:15:00,96.0,290.0,11.6,2.3,57.0,0.0,167.2,1.5,false
2021.03.06 02:30:00,106.0,290.0,11.6,2.3,57.0,0.0,167.2,1.5,false
2021.03.06 02:45:00,107.0,290.0,11.6,2.3,57.0,0.0,167.2,1.5,false
2021.03.06 03:00:00,92.0,120.0,11.5,2.8,56.0,0.0,167.2,1.5,false
2021.03.06 03:15:00,110.0,120.0,11.5,2.8,56.0,0.0,167.2,1.5,false
2021.03.06 03:30:00,110.0,120.0,11.5,2.8,56.0,0.0,167.2,1.5,false
2021.03.06 03:45:00,109.0,120.0,11.5,2.8,56.0,0.0,167.2,1.5,false
2021.03.06 04:00:00,108.0,4.0,11.3,3.4,57.0,0.0,167.2,1.5,false
2021.03.06 04:15:00,105.0,4.0,11.3,3.4,57.0,0.0,167.2,1.5,false
2021.03.06 04:30:00,106.0,4.0,11.3,3.4,57.0,0.0,167.2,1.5,false
2021.03.06 04:45:00,108.0,4.0,11.3,3.4,57.0,0.0,167.2,1.5,false
2021.03.06 05:00:00,89.0,160.0,11.0,3.2,60.0,0.0,167.2,1.5,false
2021.03.06 05:15:00,83.0,160.0,11.0,3.2,60.0,0.0,167.2,1.5,false
2021.03.06 05:30:00,99.0,160.0,11.0,3.2,60.0,0.0,167.2,1.5,false
2021.03.06 05:45:00,98.0,160.0,11.0,3.2,60.0,0.0,167.2,1.5,false
2021.03.06 06:00:00,102.0,213.0,10.7,3.5,74.0,0.0,167.2,1.5,false
2021.03.06 06:15:00,111.0,213.0,10.7,3.5,74.0,0.0,167.2,1.5,false
2021.03.06 06:30:00,110.0,213.0,10.7,3.5,74.0,0.0,167.2,1.5,false
2021.03.06 06:45:00,103.0,213.0,10.7,3.5,74.0,0.0,167.2,1.5,false
2021.03.06 07:00:00,92.0,1468.0,10.4,3.6,77.0,0.0,167.2,1.5,false
2021.03.06 07:15:00,75.0,1468.0,10.4,3.6,77.0,0.0,167.2,1.5,false
2021.03.06 07:30:00,48.0,1468.0,10.4,3.6,77.0,0.0,167.2,1.5,false
2021.03.06 07:45:00,29.0,1468.0,10.4,3.6,77.0,0.0,167.2,1.5,false
2021.03.06 08:00:00,27.0,0.0,10.0,4.3,77.0,0.0,167.2,1.5,false
2021.03.06 08:15:00,25.0,0.0,10.0,4.3,77.0,0.0,167.2,1.5,false
2021.03.06 08:30:00,22.0,0.0,10.0,4.3,77.0,0.0,167.2,1.5,false
2021.03.06 08:45:00,22.0,0.0,10.0,4.3,77.0,0.0,167.2,1.5,false
2021.03.06 09:00:00,22.0,0.0,9.0,4.4,79.0,0.0,167.2,1.0,false
2021.03.06 09:15:00,22.0,0.0,9.0,4.4,79.0,0.0,167.2,1.0,false
2021.03.06 09:30:00,22.0,0.0,9.0,4.4,79.0,0.0,167.2,1.0,false
2021.03.06 09:45:00,22.0,0.0,9.0,4.4,79.0,0.0,167.2,1.0,false
2021.03.06 10:00:00,22.0,0.0,7.8,3.4,85.0,0.0,167.2,1.0,false
2021.03.06 10:15:00,22.0,0.0,7.8,3.4,85.0,0.0,167.2,1.0,false
2021.03.06 10:30:00,22.0,0.0,7.8,3.4,85.0,0.0,167.2,1.0,false
2021.03.06 10:45:00,22.0,0.0,7.8,3.4,85.0,0.0,167.2,1.0,false
2021.03.06 11:00:00,22.0,0.0,7.0,3.7,84.0,0.0,167.2,1.0,false
2021.03.06 11:15:00,23.0,0.0,7.0,3.7,84.0,0.0,167.2,1.0,false
2021.03.06 11:30:00,28.0,0.0,7.0,3.7,84.0,0.0,167.2,1.0,false
2021.03.06 11:45:00,27.0,0.0,7.0,3.7,84.0,0.0,167.2,1.0,false
2021.03.06 12:00:00,22.0,0.0,6.7,4.3,78.0,0.0,167.2,1.0,false
2021.03.06 12:15:00,23.0,0.0,6.7,4.3,78.0,0.0,167.2,1.0,false
2021.03.06 12:30:00,22.0,0.0,6.7,4.3,78.0,0.0,167.2,1.0,false
2021.03.06 12:45:00,22.0,0.0,6.7,4.3,78.0,0.0,167.2,1.0,false
2021.03.06 13:00:00,22.0,0.0,6.4,3.6,78.0,0.0,167.2,1.0,false
2021.03.06 13:15:00,23.0,0.0,6.4,3.6,78.0,0.0,167.2,1.0,false
2021.03.06 13:30:00,22.0,0.0,6.4,3.6,78.0,0.0,167.2,1.0,false
2021.03.06 13:45:00,22.0,0.0,6.4,3.6,78.0,0.0,167.2,1.0,false
2021.03.06 14:00:00,22.0,0.0,5.2,4.1,91.0,0.0,167.2,1.0,false
2021.03.06 14:15:00,23.0,0.0,5.2,4.1,91.0,0.0,167.2,1.0,false
2021.03.06 14:30:00,22.0,0.0,5.2,4.1,91.0,0.0,167.2,1.0,false
2021.03.06 14:45:00,23.0,0.0,5.2,4.1,91.0,0.0,167.2,1.0,false
2021.03.06 15:00:00,28.0,0.0,4.7,3.5,93.0,0.0,167.2,1.0,false
2021.03.06 15:15:00,26.0,0.0,4.7,3.5,93.0,0.0,167.2,1.0,false
2021.03.06 15:30:00,23.0,0.0,4.7,3.5,93.0,0.0,167.2,1.0,false
2021.03.06 15:45:00,22.0,0.0,4.7,3.5,93.0,0.0,167.2,1.0,false
2021.03.06 16:00:00,23.0,0.0,4.2,3.8,96.0,0.9,167.2,1.0,false
2021.03.06 16:15:00,23.0,0.0,4.2,3.8,96.0,0.9,167.2,1.0,false
2021.03.06 16:30:00,22.0,0.0,4.2,3.8,96.0,0.9,167.2,1.0,false
2021.03.06 16:45:00,23.0,0.0,4.2,3.8,96.0,0.9,167.2,1.0,false
2021.03.06 17:00:00,22.0,0.0,4.0,3.2,96.0,0.29999999999999993,167.2,1.0,false
2021.03.06 17:15:00,22.0,0.0,4.0,3.2,96.0,0.29999999999999993,167.2,1.0,false
2021.03.06 17:30:00,22.0,0.0,4.0,3.2,96.0,0.29999999999999993,167.2,1.0,false
2021.03.06 17:45:00,23.0,0.0,4.0,3.2,96.0,0.29999999999999993,167.2,1.0,false
2021.03.06 18:00:00,22.0,0.0,3.6,3.1,97.0,0.30000000000000004,167.2,1.5,false
2021.03.06 18:15:00,23.0,0.0,3.6,3.1,97.0,0.30000000000000004,167.2,1.5,false
2021.03.06 18:30:00,27.0,0.0,3.6,3.1,97.0,0.30000000000000004,167.2,1.5,false
2021.03.06 18:45:00,27.0,0.0,3.6,3.1,97.0,0.30000000000000004,167.2,1.5,false
2021.03.06 19:00:00,22.0,0.0,4.2,3.1,87.0,0.0,167.2,1.5,false
2021.03.06 19:15:00,22.0,0.0,4.2,3.1,87.0,0.0,167.2,1.5,false
2021.03.06 19:30:00,22.0,0.0,4.2,3.1,87.0,0.0,167.2,1.5,false
2021.03.06 19:45:00,22.0,0.0,4.2,3.1,87.0,0.0,167.2,1.5,false
2021.03.06 20:00:00,22.0,0.0,4.2,2.9,85.0,0.0,167.2,1.5,false
2021.03.06 20:15:00,22.0,0.0,4.2,2.9,85.0,0.0,167.2,1.5,false
2021.03.06 20:30:00,22.0,0.0,4.2,2.9,85.0,0.0,167.2,1.5,false
2021.03.06 20:45:00,22.0,0.0,4.2,2.9,85.0,0.0,167.2,1.5,false
2021.03.06 21:00:00,23.0,0.0,4.3,2.3,84.0,0.0,167.2,1.5,false
2021.03.06 21:15:00,22.0,0.0,4.3,2.3,84.0,0.0,167.2,1.5,false
2021.03.06 21:30:00,22.0,0.0,4.3,2.3,84.0,0.0,167.2,1.5,false
2021.03.06 21:45:00,27.0,0.0,4.3,2.3,84.0,0.0,167.2,1.5,false
2021.03.06 22:00:00,26.0,0.0,4.5,1.9,82.0,0.0,167.2,1.5,false
2021.03.06 22:15:00,22.0,0.0,4.5,1.9,82.0,0.0,167.2,1.5,false
2021.03.06 22:30:00,22.0,0.0,4.5,1.9,82.0,0.0,167.2,1.5,false
2021.03.06 22:45:00,22.0,0.0,4.5,1.9,82.0,0.0,167.2,1.5,false
2021.03.06 23:00:00,22.0,0.0,4.4,2.3,82.0,0.0,167.2,1.5,false
2021.03.06 23:15:00,22.0,0.0,4.4,2.3,82.0,0.0,167.2,1.5,false
2021.03.06 23:30:00,22.0,0.0,4.4,2.3,82.0,0.0,167.2,1.5,false
2021.03.06 23:45:00,22.0,0.0,4.4,2.3,82.0,0.0,167.2,1.5,false
2021.03.07 00:00:00,22.0,0.0,4.3,2.7,82.0,0.0,167.2,1.5,false
2021.03.07 00:15:00,22.0,0.0,4.3,2.7,82.0,0.0,167.2,1.5,false
2021.03.07 00:30:00,22.0,0.0,4.3,2.7,82.0,0.0,167.2,1.5,false
2021.03.07 00:45:00,25.0,0.0,4.3,2.7,82.0,0.0,167.2,1.5,false
2021.03.07 01:00:00,26.0,0.0,4.1,2.8,84.0,0.0,167.2,1.5,false
2021.03.07 01:15:00,22.0,0.0,4.1,2.8,84.0,0.0,167.2,1.5,false
2021.03.07 01:30:00,22.0,0.0,4.1,2.8,84.0,0.0,167.2,1.5,false
2021.03.07 01:45:00,22.0,0.0,4.1,2.8,84.0,0.0,167.2,1.5,false
2021.03.07 02:00:00,22.0,0.0,4.1,2.8,82.0,0.0,167.2,1.5,false
2021.03.07 02:15:00,22.0,0.0,4.1,2.8,82.0,0.0,167.2,1.5,false
2021.03.07 02:30:00,22.0,0.0,4.1,2.8,82.0,0.0,167.2,1.5,false
2021.03.07 02:45:00,22.0,0.0,4.1,2.8,82.0,0.0,167.2,1.5,false
2021.03.07 03:00:00,22.0,0.0,4.2,2.1,80.0,0.0,167.2,1.5,false
2021.03.07 03:15:00,22.0,0.0,4.2,2.1,80.0,0.0,167.2,1.5,false
2021.03.07 03:30:00,22.0,0.0,4.2,2.1,80.0,0.0,167.2,1.5,false
2021.03.07 03:45:00,23.0,0.0,4.2,2.1,80.0,0.0,167.2,1.5,false
2021.03.07 04:00:00,22.0,0.0,4.2,3.0,79.0,0.0,167.2,1.5,false
2021.03.07 04:15:00,24.0,0.0,4.2,3.0,79.0,0.0,167.2,1.5,false
2021.03.07 04:30:00,27.0,0.0,4.2,3.0,79.0,0.0,167.2,1.5,false
2021.03.07 04:45:00,22.0,0.0,4.2,3.0,79.0,0.0,167.2,1.5,false
2021.03.07 05:00:00,22.0,0.0,4.3,2.1,76.0,0.0,167.2,1.5,false
2021.03.07 05:15:00,22.0,0.0,4.3,2.1,76.0,0.0,167.2,1.5,false
2021.03.07 05:30:00,22.0,0.0,4.3,2.1,76.0,0.0,167.2,1.5,false
2021.03.07 05:45:00,22.0,0.0,4.3,2.1,76.0,0.0,167.2,1.5,false
2021.03.07 06:00:00,22.0,0.0,4.4,2.3,74.0,0.0,167.2,1.5,false
2021.03.07 06:15:00,22.0,0.0,4.4,2.3,74.0,0.0,167.2,1.5,false
2021.03.07 06:30:00,22.0,0.0,4.4,2.3,74.0,0.0,167.2,1.5,false
2021.03.07 06:45:00,22.0,0.0,4.4,2.3,74.0,0.0,167.2,1.5,false
2021.03.07 07:00:00,24.0,0.0,4.3,2.2,74.0,0.0,167.2,1.5,false
2021.03.07 07:15:00,44.0,0.0,4.3,2.2,74.0,0.0,167.2,1.5,false
2021.03.07 07:30:00,67.0,0.0,4.3,2.2,74.0,0.0,167.2,1.5,false
2021.03.07 07:45:00,90.0,0.0,4.3,2.2,74.0,0.0,167.2,1.5,false
2021.03.07 08:00:00,151.0,0.0,4.5,2.7,73.0,0.0,167.2,1.5,false
2021.03.07 08:15:00,169.0,0.0,4.5,2.7,73.0,0.0,167.2,1.5,false
2021.03.07 08:30:00,182.0,0.0,4.5,2.7,73.0,0.0,167.2,1.5,false
2021.03.07 08:45:00,182.0,0.0,4.5,2.7,73.0,0.0,167.2,1.5,false
2021.03.07 09:00:00,179.0,0.0,4.8,2.1,72.0,0.0,167.2,1.0,false
2021.03.07 09:15:00,166.0,0.0,4.8,2.1,72.0,0.0,167.2,1.0,false
2021.03.07 09:30:00,157.0,0.0,4.8,2.1,72.0,0.0,167.2,1.0,false
2021.03.07 09:45:00,162.0,0.0,4.8,2.1,72.0,0.0,167.2,1.0,false
2021.03.07 10:00:00,137.0,0.0,5.0,2.7,69.0,0.0,167.2,1.0,false
2021.03.07 10:15:00,176.0,0.0,5.0,2.7,69.0,0.0,167.2,1.0,false
2021.03.07 10:30:00,159.0,0.0,5.0,2.7,69.0,0.0,167.2,1.0,false
2021.03.07 10:45:00,171.0,0.0,5.0,2.7,69.0,0.0,167.2,1.0,false
