fold,date,weekday,kind,month,obs_peak,ratchet_floor,could_move_ratchet,rho,w,peak_before,peak_after,moved,moved_frac,labor_before,labor_after,P_robust,recommended,dkW_median,dkW_lo90,dkW_hi90,d_energy_won,d_demand_equiv_won,d_total_won,d_total_mean_won
f1,2021-07-17,5,1,7,28.0,222.0,false,0.3,0.0,21.784587978855246,21.784587978855246,53.94979608947137,0.02889651638429104,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.3,0.5,21.784587978855246,21.784587978855246,53.94979608947138,0.028896516384291044,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.3,2.0,21.784587978855246,21.784587978855246,53.94979608947124,0.02889651638429097,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.89019453739775,-298.00250741421877
f1,2021-07-17,5,1,7,28.0,222.0,false,0.3,10.0,21.784587978855246,21.784587978855246,53.949380552252364,0.02889629381481112,2800.5,2800.5,0.008,false,0.0,0.0,0.0,-300.1512753415216,0.0,-300.88999968116343,-298.0023986308884
f1,2021-07-19,0,2,7,222.0,214.0,true,0.1,0.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.1,0.5,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.1,2.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.1,10.0,174.87438396829347,174.87438401029326,0.0003913299867761566,2.88081556814014e-8,15308.0,15307.999900378436,0.0,false,-3.843138074444141e-8,-6.650954418319088e-8,-2.154376943508396e-8,-0.0006124447681206569,0.000010658302926458418,-0.0005984227978422279,-0.0005937684878925722
f1,2021-07-19,0,2,7,222.0,214.0,true,0.2,0.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.2,0.5,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.2,2.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.2,10.0,174.87438396829347,174.87438401029326,0.0003913299867761566,2.88081556814014e-8,15308.0,15307.999900378436,0.0,false,-3.843138074444141e-8,-6.650954418319088e-8,-2.154376943508396e-8,-0.0006124447681206569,0.000010658302926458418,-0.0005984227978422279,-0.0005937684878925722
f1,2021-07-19,0,2,7,222.0,214.0,true,0.3,0.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.3,0.5,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.3,2.0,174.87438396829347,174.87438396829347,0.0,0.0,15308.0,15308.0,0.0,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f1,2021-07-19,0,2,7,222.0,214.0,true,0.3,10.0,174.87438396829347,174.87438401029326,0.0003913299867761566,2.88081556814014e-8,15308.0,15307.999900378436,0.0,false,-3.843138074444141e-8,-6.650954418319088e-8,-2.154376943508396e-8,-0.0006124447681206569,0.000010658302926458418,-0.0005984227978422279,-0.0005937684878925722
f1,2021-07-20,1,3,7,201.0,222.0,false,0.1,0.0,173.96303982928015,173.9630402629558,0.0034985604213417787,1.490461560661943e-7,30111.0,30110.999152271434,0.0,false,-3.2876110367396905e-7,-5.396430253767903e-7,-1.759233612119715e-7,-0.007618759172210953,0.00009117641275224742,-0.0074990669794727195,-0.0074804495190543135
f1,2021-07-20,1,3,7,201.0,222.0,false,0.1,0.5,173.96303982928015,173.963040328724,0.004062818117247957,1.7308474064874354e-7,30111.0,30110.999022428234,0.0,false,-3.786752529322257e-7,-6.214399377313384e-7,-2.0272761958040064e-7,-0.008797446061981871,0.00010501927014653725,-0.00869957286601141,-0.00867463048482203
f1,2021-07-20,1,3,7,201.0,222.0,false,0.1,2.0,173.96303982928015,173.96304061855102,0.006578012638577491,2.8023740632119843e-7,30111.0,30110.99844925177,0.0,false,-5.989980991216726e-7,-9.818429305141763e-7,-3.209491126199282e-7,-0.01424013492918057,0.00016612213948974386,-0.014094857750944132,-0.013984023204382506
f1,2021-07-20,1,3,7,201.0,222.0,false,0.1,10.0,173.96303982928015,173.96304837824368,0.08187562776463153,3.4880768442308838e-6,30111.0,30110.98292847713,0.0,false,-6.594047732733088e-6,-0.000010619416002555226,-3.5159970650511245e-6,-0.1591163773766592,0.0018287492378779764,-0.15800099460335715,-0.16486139713475803
f1,2021-07-20,1,3,7,201.0,222.0,false,0.2,0.0,173.96303982928015,173.9630402629558,0.0034985604213417787,1.490461560661943e-7,30111.0,30110.999152271434,0.0,false,-3.2876110367396905e-7,-5.396430253767903e-7,-1.759233612119715e-7,-0.007618759172210953,0.00009117641275224742,-0.0074990669794727195,-0.0074804495190543135
f1,2021-07-20,1,3,7,201.0,222.0,false,0.2,0.5,173.96303982928015,173.963040328724,0.004062818117247957,1.7308474064874354e-7,30111.0,30110.999022428234,0.0,false,-3.786752529322257e-7,-6.214399377313384e-7,-2.0272761958040064e-7,-0.008797446061981871,0.00010501927014653725,-0.00869957286601141,-0.00867463048482203
f1,2021-07-20,1,3,7,201.0,222.0,false,0.2,2.0,173.96303982928015,173.96304061855102,0.006578012638577491,2.8023740632119843e-7,30111.0,30110.99844925177,0.0,false,-5.989980991216726e-7,-9.818429305141763e-7,-3.209491126199282e-7,-0.01424013492918057,0.00016612213948974386,-0.014094857750944132,-0.013984023204382506
f1,2021-07-20,1,3,7,201.0,222.0,false,0.2,10.0,173.96303982928015,173.96304837824368,0.08187562776463153,3.4880768442308838e-6,30111.0,30110.98292847713,0.0,false,-6.594047732733088e-6,-0.000010619416002555226,-3.5159970650511245e-6,-0.1591163773766592,0.0018287492378779764,-0.15800099460335715,-0.16486139713475803
f1,2021-07-20,1,3,7,201.0,222.0,false,0.3,0.0,173.96303982928015,173.9630402629558,0.0034985604213417787,1.490461560661943e-7,30111.0,30110.999152271434,0.0,false,-3.2876110367396905e-7,-5.396430253767903e-7,-1.759233612119715e-7,-0.007618759172210953,0.00009117641275224742,-0.0074990669794727195,-0.0074804495190543135
f1,2021-07-20,1,3,7,201.0,222.0,false,0.3,0.5,173.96303982928015,173.963040328724,0.004062818117247957,1.7308474064874354e-7,30111.0,30110.999022428234,0.0,false,-3.786752529322257e-7,-6.214399377313384e-7,-2.0272761958040064e-7,-0.008797446061981871,0.00010501927014653725,-0.00869957286601141,-0.00867463048482203
f1,2021-07-20,1,3,7,201.0,222.0,false,0.3,2.0,173.96303982928015,173.96304061855102,0.006578012638577491,2.8023740632119843e-7,30111.0,30110.99844925177,0.0,false,-5.989980991216726e-7,-9.818429305141763e-7,-3.209491126199282e-7,-0.01424013492918057,0.00016612213948974386,-0.014094857750944132,-0.013984023204382506
f1,2021-07-20,1,3,7,201.0,222.0,false,0.3,10.0,173.96303982928015,173.96304837824368,0.08187562776463153,3.4880768442308838e-6,30111.0,30110.98292847713,0.0,false,-6.594047732733088e-6,-0.000010619416002555226,-3.5159970650511245e-6,-0.1591163773766592,0.0018287492378779764,-0.15800099460335715,-0.16486139713475803
f2,2021-07-21,2,3,7,214.0,222.0,false,0.1,0.0,185.41081371771352,185.41110895572584,6.000049015566006,0.00030831144419947616,23478.0,23476.848223040342,0.008,false,-0.00039224750506150485,-0.0005284674301435643,-0.0003027844108203226,-384.8055734184768,0.10878330807039067,-384.7074707809472,-402.51604659654527
f2,2021-07-21,2,3,7,214.0,222.0,false,0.1,0.5,185.41081371771352,185.41116990823633,6.000137980856707,0.00030831601566500726,23478.0,23476.787098973466,0.008,false,-0.0004598744892803097,-0.0006403150718767847,-0.00035382485569357414,-384.79334496503975,0.12753852502707255,-384.68191194433115,-402.4800092323468
f2,2021-07-21,2,3,7,214.0,222.0,false,0.1,2.0,185.41081371771352,185.411346000468,6.000000000001187,0.00030830892554345544,23478.0,23476.607274330567,0.008,false,-0.000645788552645854,-0.000973562705820541,-0.0004809736004432353,-384.76079745370384,0.1790986919337835,-384.61082025672204,-402.3790687093228
f2,2021-07-21,2,3,7,214.0,222.0,false,0.1,10.0,185.41081371771352,185.41217054157156,6.171629977722759,0.00031712810121385123,23478.0,23475.6938804704,0.008,false,-0.0015229028417422796,-0.0025396853649780836,-0.0009801377388214405,-384.6414420148409,0.42235172144319216,-384.30999379780735,-401.94652729748856
f2,2021-07-21,2,3,7,214.0,222.0,false,0.2,0.0,185.41081371771352,185.41110895572584,6.000049015566006,0.00030831144419947616,23478.0,23476.848223040342,0.008,false,-0.00039224750506150485,-0.0005284674301435643,-0.0003027844108203226,-384.8055734184768,0.10878330807039067,-384.7074707809472,-402.51604659654527
f2,2021-07-21,2,3,7,214.0,222.0,false,0.2,0.5,185.41081371771352,185.41116990823633,6.000137980856707,0.00030831601566500726,23478.0,23476.787098973466,0.008,false,-0.0004598744892803097,-0.0006403150718767847,-0.00035382485569357414,-384.79334496503975,0.12753852502707255,-384.68191194433115,-402.4800092323468
f2,2021-07-21,2,3,7,214.0,222.0,false,0.2,2.0,185.41081371771352,185.411346000468,6.000000000001187,0.00030830892554345544,23478.0,23476.607274330567,0.008,false,-0.000645788552645854,-0.000973562705820541,-0.0004809736004432353,-384.76079745370384,0.1790986919337835,-384.61082025672204,-402.3790687093228
f2,2021-07-21,2,3,7,214.0,222.0,false,0.2,10.0,185.41081371771352,185.41217054157156,6.171629977722759,0.00031712810121385123,23478.0,23475.6938804704,0.008,false,-0.0015229028417422796,-0.0025396853649780836,-0.0009801377388214405,-384.6414420148409,0.42235172144319216,-384.30999379780735,-401.94652729748856
f2,2021-07-21,2,3,7,214.0,222.0,false,0.3,0.0,185.41081371771352,185.41110895572584,6.000049015566006,0.00030831144419947616,23478.0,23476.848223040342,0.008,false,-0.00039224750506150485,-0.0005284674301435643,-0.0003027844108203226,-384.8055734184768,0.10878330807039067,-384.7074707809472,-402.51604659654527
f2,2021-07-21,2,3,7,214.0,222.0,false,0.3,0.5,185.41081371771352,185.41116990823633,6.000137980856707,0.00030831601566500726,23478.0,23476.787098973466,0.008,false,-0.0004598744892803097,-0.0006403150718767847,-0.00035382485569357414,-384.79334496503975,0.12753852502707255,-384.68191194433115,-402.4800092323468
f2,2021-07-21,2,3,7,214.0,222.0,false,0.3,2.0,185.41081371771352,185.411346000468,6.000000000001187,0.00030830892554345544,23478.0,23476.607274330567,0.008,false,-0.000645788552645854,-0.000973562705820541,-0.0004809736004432353,-384.76079745370384,0.1790986919337835,-384.61082025672204,-402.3790687093228
f2,2021-07-21,2,3,7,214.0,222.0,false,0.3,10.0,185.41081371771352,185.41217054157156,6.171629977722759,0.00031712810121385123,23478.0,23475.6938804704,0.008,false,-0.0015229028417422796,-0.0025396853649780836,-0.0009801377388214405,-384.6414420148409,0.42235172144319216,-384.30999379780735,-401.94652729748856
f2,2021-07-22,3,3,7,197.0,222.0,false,0.1,0.0,185.00733590919702,184.4221991927426,30.000000000000952,0.0018986140117714671,20459.5,20468.281509701697,1.0,true,0.6214197277724338,0.3109045396058434,1.2738486286353918,-580.5291723904602,-172.34040450222165,-745.2219783597428,-781.8476626730361
f2,2021-07-22,3,3,7,197.0,222.0,false,0.1,0.5,185.00733590919702,184.42216724009205,29.999999999999716,0.0018986140117713888,20459.5,20468.37591492572,1.0,true,0.6214483148521879,0.31092652420252875,1.2738907629848484,-580.0509428357192,-172.3483326523401,-744.7969978302777,-781.4296472753904
f2,2021-07-22,3,3,7,197.0,222.0,false,0.1,2.0,185.00733590919702,184.42212435405168,30.000000000001098,0.0018986140117714764,20459.5,20468.44666098608,1.0,true,0.6214857170718915,0.31095314477678926,1.2739363781134045,-580.2096791530957,-172.35870553460455,-744.9482399948995,-781.5703991812132
f2,2021-07-22,3,3,7,197.0,222.0,false,0.1,10.0,185.00733590919702,184.4216737330996,30.000000000000835,0.0018986140117714597,20459.5,20469.410796001335,1.0,true,0.6218827664313551,0.31124389881446746,1.274459301665047,-578.8074472070482,-172.46882055696247,-743.7823413156398,-780.3766844997355
f2,2021-07-22,3,3,7,197.0,222.0,false,0.2,0.0,185.00733590919702,184.4221991927426,30.000000000000952,0.0018986140117714671,20459.5,20468.281509701697,1.0,true,0.6214197277724338,0.3109045396058434,1.2738486286353918,-580.5291723904602,-172.34040450222165,-745.2219783597428,-781.8476626730361
f2,2021-07-22,3,3,7,197.0,222.0,false,0.2,0.5,185.00733590919702,184.42216724009205,29.999999999999716,0.0018986140117713888,20459.5,20468.37591492572,1.0,true,0.6214483148521879,0.31092652420252875,1.2738907629848484,-580.0509428357192,-172.3483326523401,-744.7969978302777,-781.4296472753904
f2,2021-07-22,3,3,7,197.0,222.0,false,0.2,2.0,185.00733590919702,184.42212435405168,30.000000000001098,0.0018986140117714764,20459.5,20468.44666098608,1.0,true,0.6214857170718915,0.31095314477678926,1.2739363781134045,-580.2096791530957,-172.35870553460455,-744.9482399948995,-781.5703991812132
f2,2021-07-22,3,3,7,197.0,222.0,false,0.2,10.0,185.00733590919702,184.4216737330996,30.000000000000835,0.0018986140117714597,20459.5,20469.410796001335,1.0,true,0.6218827664313551,0.31124389881446746,1.274459301665047,-578.8074472070482,-172.46882055696247,-743.7823413156398,-780.3766844997355
f2,2021-07-22,3,3,7,197.0,222.0,false,0.3,0.0,185.00733590919702,184.4221991927426,30.000000000000952,0.0018986140117714671,20459.5,20468.281509701697,1.0,true,0.6214197277724338,0.3109045396058434,1.2738486286353918,-580.5291723904602,-172.34040450222165,-745.2219783597428,-781.8476626730361
f2,2021-07-22,3,3,7,197.0,222.0,false,0.3,0.5,185.00733590919702,184.42216724009205,29.999999999999716,0.0018986140117713888,20459.5,20468.37591492572,1.0,true,0.6214483148521879,0.31092652420252875,1.2738907629848484,-580.0509428357192,-172.3483326523401,-744.7969978302777,-781.4296472753904
f2,2021-07-22,3,3,7,197.0,222.0,false,0.3,2.0,185.00733590919702,184.42212435405168,30.000000000001098,0.0018986140117714764,20459.5,20468.44666098608,1.0,true,0.6214857170718915,0.31095314477678926,1.2739363781134045,-580.2096791530957,-172.35870553460455,-744.9482399948995,-781.5703991812132
f2,2021-07-22,3,3,7,197.0,222.0,false,0.3,10.0,185.00733590919702,184.4216737330996,30.000000000000835,0.0018986140117714597,20459.5,20469.410796001335,1.0,true,0.6218827664313551,0.31124389881446746,1.274459301665047,-578.8074472070482,-172.46882055696247,-743.7823413156398,-780.3766844997355
f2,2021-07-23,4,3,7,206.0,222.0,false,0.1,0.0,182.9457259241691,182.94532697398796,12.012005561281384,0.0005098474346893626,27922.5,27919.97782882965,0.109,false,-0.0007391543557844216,-0.0009167572105184263,0.08084395431896496,-591.1385194987254,0.20499214133754623,-609.443446791975,-618.1348359739836
f2,2021-07-23,4,3,7,206.0,222.0,false,0.1,0.5,182.9457259241691,182.94533789091795,12.019134161706305,0.0005101500068635953,27922.5,27919.938833514996,0.109,false,-0.0007499907615908796,-0.0009300148524289398,0.08084049873193067,-591.167538358357,0.20799743788120392,-609.4708336649236,-618.1632028366615
f2,2021-07-23,4,3,7,206.0,222.0,false,0.1,2.0,182.9457259241691,182.9453700002401,12.04012693492605,0.0005110410413805624,27922.5,27919.82402889517,0.109,false,-0.0007818832813768495,-0.0009632407100141904,0.08083051504167002,-591.2540469191252,0.21684229670184624,-609.5526183395425,-618.2478446546556
f2,2021-07-23,4,3,7,206.0,222.0,false,0.1,10.0,182.9457259241691,182.94553615775433,12.225163905830136,0.0005188949026243691,27922.5,27919.22964691495,0.109,false,-0.0009493787081567007,-0.0011605471328834938,0.08077919287202917,-591.6879885944579,0.2632943617287916,-609.9644284322956,-618.6705621537051
f2,2021-07-23,4,3,7,206.0,222.0,false,0.2,0.0,182.9457259241691,182.94532697398796,12.012005561281384,0.0005098474346893626,27922.5,27919.97782882965,0.109,false,-0.0007391543557844216,-0.0009167572105184263,0.08084395431896496,-591.1385194987254,0.20499214133754623,-609.443446791975,-618.1348359739836
f2,2021-07-23,4,3,7,206.0,222.0,false,0.2,0.5,182.9457259241691,182.94533789091795,12.019134161706305,0.0005101500068635953,27922.5,27919.938833514996,0.109,false,-0.0007499907615908796,-0.0009300148524289398,0.08084049873193067,-591.167538358357,0.20799743788120392,-609.4708336649236,-618.1632028366615
f2,2021-07-23,4,3,7,206.0,222.0,false,0.2,2.0,182.9457259241691,182.9453700002401,12.04012693492605,0.0005110410413805624,27922.5,27919.82402889517,0.109,false,-0.0007818832813768495,-0.0009632407100141904,0.08083051504167002,-591.2540469191252,0.21684229670184624,-609.5526183395425,-618.2478446546556
f2,2021-07-23,4,3,7,206.0,222.0,false,0.2,10.0,182.9457259241691,182.94553615775433,12.225163905830136,0.0005188949026243691,27922.5,27919.22964691495,0.109,false,-0.0009493787081567007,-0.0011605471328834938,0.08077919287202917,-591.6879885944579,0.2632943617287916,-609.9644284322956,-618.6705621537051
f2,2021-07-23,4,3,7,206.0,222.0,false,0.3,0.0,182.9457259241691,182.94532697398796,12.012005561281384,0.0005098474346893626,27922.5,27919.97782882965,0.109,false,-0.0007391543557844216,-0.0009167572105184263,0.08084395431896496,-591.1385194987254,0.20499214133754623,-609.443446791975,-618.1348359739836
f2,2021-07-23,4,3,7,206.0,222.0,false,0.3,0.5,182.9457259241691,182.94533789091795,12.019134161706305,0.0005101500068635953,27922.5,27919.938833514996,0.109,false,-0.0007499907615908796,-0.0009300148524289398,0.08084049873193067,-591.167538358357,0.20799743788120392,-609.4708336649236,-618.1632028366615
f2,2021-07-23,4,3,7,206.0,222.0,false,0.3,2.0,182.9457259241691,182.9453700002401,12.04012693492605,0.0005110410413805624,27922.5,27919.82402889517,0.109,false,-0.0007818832813768495,-0.0009632407100141904,0.08083051504167002,-591.2540469191252,0.21684229670184624,-609.5526183395425,-618.2478446546556
f2,2021-07-23,4,3,7,206.0,222.0,false,0.3,10.0,182.9457259241691,182.94553615775433,12.225163905830136,0.0005188949026243691,27922.5,27919.22964691495,0.109,false,-0.0009493787081567007,-0.0011605471328834938,0.08077919287202917,-591.6879885944579,0.2632943617287916,-609.9644284322956,-618.6705621537051
f2,2021-07-24,5,1,7,29.0,222.0,false,0.1,0.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.1,0.5,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.1,2.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.8317112575752
f2,2021-07-24,5,1,7,29.0,222.0,false,0.1,10.0,23.872328862206537,23.872328862206537,155.00000000000017,0.06683915480810701,3478.5,3478.5000000000005,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.2,0.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.2,0.5,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.2,2.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.8317112575752
f2,2021-07-24,5,1,7,29.0,222.0,false,0.2,10.0,23.872328862206537,23.872328862206537,155.00000000000017,0.06683915480810701,3478.5,3478.5000000000005,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.3,0.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.3,0.5,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-24,5,1,7,29.0,222.0,false,0.3,2.0,23.872328862206537,23.872328862206537,155.00000000000023,0.06683915480810704,3478.5,3478.500000000001,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.8317112575752
f2,2021-07-24,5,1,7,29.0,222.0,false,0.3,10.0,23.872328862206537,23.872328862206537,155.00000000000017,0.06683915480810701,3478.5,3478.5000000000005,0.0,false,0.0,0.0,0.0,-205.26852135468312,0.0,-205.26852135468312,-225.83171125757514
f2,2021-07-26,0,2,7,207.0,222.0,false,0.1,0.0,187.05261157227753,187.05517263918034,19.000000000000355,0.000790941636832918,26823.5,26818.43624835573,0.0,false,-0.0022936738783130295,-0.0029083499069884056,-0.001365704396533829,-807.824277746897,0.6361122222521468,-807.1102034887914,-831.6479037379671
f2,2021-07-26,0,2,7,207.0,222.0,false,0.1,0.5,187.05261157227753,187.05517850637656,19.000000000000956,0.0007909416368329429,26823.5,26818.419465315248,0.0,false,-0.0022987633089428527,-0.0029150849850054783,-0.0013707086876024732,-808.1382909650608,0.6375236910134845,-807.4225876145048,-831.9707767291402
f2,2021-07-26,0,2,7,207.0,222.0,false,0.1,2.0,187.05261157227753,187.05516586255825,19.00000000000101,0.0007909416368329452,26823.5,26818.444784565792,0.0,false,-0.0022874493712947697,-0.002900722374306497,-0.0013638571082879025,-808.0367400709812,0.6343859589724161,-807.324561655742,-831.8686441336004
f2,2021-07-26,0,2,7,207.0,222.0,false,0.1,10.0,187.05261157227753,187.055114813017,19.000000000001315,0.0007909416368329579,26823.5,26818.5438844022,0.0,false,-0.002241668726071566,-0.002842777173611921,-0.001337329439053292,-807.8147903278903,0.6216894600305143,-807.1168480074328,-831.6503879852172
f2,2021-07-26,0,2,7,207.0,222.0,false,0.2,0.0,187.05261157227753,187.05517263918034,19.000000000000355,0.000790941636832918,26823.5,26818.43624835573,0.0,false,-0.0022936738783130295,-0.0029083499069884056,-0.001365704396533829,-807.824277746897,0.6361122222521468,-807.1102034887914,-831.6479037379671
f2,2021-07-26,0,2,7,207.0,222.0,false,0.2,0.5,187.05261157227753,187.05517850637656,19.000000000000956,0.0007909416368329429,26823.5,26818.419465315248,0.0,false,-0.0022987633089428527,-0.0029150849850054783,-0.0013707086876024732,-808.1382909650608,0.6375236910134845,-807.4225876145048,-831.9707767291402
f2,2021-07-26,0,2,7,207.0,222.0,false,0.2,2.0,187.05261157227753,187.05516586255825,19.00000000000101,0.0007909416368329452,26823.5,26818.444784565792,0.0,false,-0.0022874493712947697,-0.002900722374306497,-0.0013638571082879025,-808.0367400709812,0.6343859589724161,-807.324561655742,-831.8686441336004
f2,2021-07-26,0,2,7,207.0,222.0,false,0.2,10.0,187.05261157227753,187.055114813017,19.000000000001315,0.0007909416368329579,26823.5,26818.5438844022,0.0,false,-0.002241668726071566,-0.002842777173611921,-0.001337329439053292,-807.8147903278903,0.6216894600305143,-807.1168480074328,-831.6503879852172
f2,2021-07-26,0,2,7,207.0,222.0,false,0.3,0.0,187.05261157227753,187.05517263918034,19.000000000000355,0.000790941636832918,26823.5,26818.43624835573,0.0,false,-0.0022936738783130295,-0.0029083499069884056,-0.001365704396533829,-807.824277746897,0.6361122222521468,-807.1102034887914,-831.6479037379671
f2,2021-07-26,0,2,7,207.0,222.0,false,0.3,0.5,187.05261157227753,187.05517850637656,19.000000000000956,0.0007909416368329429,26823.5,26818.419465315248,0.0,false,-0.0022987633089428527,-0.0029150849850054783,-0.0013707086876024732,-808.1382909650608,0.6375236910134845,-807.4225876145048,-831.9707767291402
f2,2021-07-26,0,2,7,207.0,222.0,false,0.3,2.0,187.05261157227753,187.05516586255825,19.00000000000101,0.0007909416368329452,26823.5,26818.444784565792,0.0,false,-0.0022874493712947697,-0.002900722374306497,-0.0013638571082879025,-808.0367400709812,0.6343859589724161,-807.324561655742,-831.8686441336004
f2,2021-07-26,0,2,7,207.0,222.0,false,0.3,10.0,187.05261157227753,187.055114813017,19.000000000001315,0.0007909416368329579,26823.5,26818.5438844022,0.0,false,-0.002241668726071566,-0.002842777173611921,-0.001337329439053292,-807.8147903278903,0.6216894600305143,-807.1168480074328,-831.6503879852172
f2,2021-07-27,1,3,7,211.0,222.0,false,0.1,0.0,185.01935973410144,185.02041571243842,57.00000000000188,0.0027435502502888855,27306.5,27291.285603563163,0.16,false,-0.007635035776161203,-0.010791638028820216,0.02819824562203621,-1692.0679555324293,2.11744992192204,-1699.652970933632,-1777.8359712240915
f2,2021-07-27,1,3,7,211.0,222.0,false,0.1,0.5,185.01935973410144,185.02058835708334,57.000000000000945,0.0027435502502888404,27306.5,27290.95526094052,0.16,false,-0.007813065560640098,-0.011052596817535232,0.028051169193474834,-1692.3407008475378,2.166823515484187,-1699.8178776240686,-1778.031024867148
f2,2021-07-27,1,3,7,211.0,222.0,false,0.1,2.0,185.01935973410144,185.02111706767172,57.00000000000201,0.0027435502502888916,27306.5,27289.993252443186,0.155,false,-0.008352335763277097,-0.011876534939830208,0.027602869651161654,-1692.9638286612476,2.316381118348848,-1700.1540078367525,-1778.432761681884
f2,2021-07-27,1,3,7,211.0,222.0,false,0.1,10.0,185.01935973410144,185.02411733818593,58.26896317800467,0.002804628570369882,27306.5,27284.22083086452,0.137,false,-0.011427487383087964,-0.01617448632180043,0.02505389998168539,-1695.6515780731957,3.169223167576395,-1701.3747658849716,-1779.9327496788676
f2,2021-07-27,1,3,7,211.0,222.0,false,0.2,0.0,185.01935973410144,185.02041571243842,57.00000000000188,0.0027435502502888855,27306.5,27291.285603563163,0.16,false,-0.007635035776161203,-0.010791638028820216,0.02819824562203621,-1692.0679555324293,2.11744992192204,-1699.652970933632,-1777.8359712240915
f2,2021-07-27,1,3,7,211.0,222.0,false,0.2,0.5,185.01935973410144,185.02058835708334,57.000000000000945,0.0027435502502888404,27306.5,27290.95526094052,0.16,false,-0.007813065560640098,-0.011052596817535232,0.028051169193474834,-1692.3407008475378,2.166823515484187,-1699.8178776240686,-1778.031024867148
